,Rk,Team,FG%,FT%,3PM,REB,AST,STL,BLK,TO,PTS,GP,MOVES,date,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
1746,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,122.0,7.0,,,,,,,
1747,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1531.0,107.0,7.0,,,,,,
1748,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1532.0,1316.0,98.0,7.0,,,,,
1749,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1533.0,1317.0,1127.0,83.0,7.0,,,,
1750,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1534.0,1318.0,1128.0,912.0,80.0,7.0,,,
1751,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1535.0,1319.0,1129.0,913.0,749.0,77.0,7.0,,
1752,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1536.0,1320.0,1130.0,914.0,750.0,586.0,71.0,7.0,
1753,8,,0.451,0.7421,183,533,294,100,50,168,1323,95.0,7.0,2021-01-07,1537.0,1321.0,1131.0,915.0,751.0,587.0,410.0,71.0,7.0
305,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,8.0,,,,,,,,
1754,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,270.0,8.0,,,,,,,
1755,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1538.0,235.0,8.0,,,,,,
1756,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1539.0,1322.0,214.0,8.0,,,,,
1757,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1540.0,1323.0,1132.0,179.0,8.0,,,,
1758,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1541.0,1324.0,1133.0,916.0,172.0,8.0,,,
1759,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1542.0,1325.0,1134.0,917.0,752.0,165.0,8.0,,
1760,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1543.0,1326.0,1135.0,918.0,753.0,588.0,151.0,8.0,
1761,9,,0.4425,0.7907,139,443,343,89,53,178,1289,88.0,7.0,2021-01-07,1544.0,1327.0,1136.0,919.0,754.0,589.0,411.0,151.0,8.0
473,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,9.0,,,,,,,,
1762,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,418.0,9.0,,,,,,,
1763,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1545.0,363.0,9.0,,,,,,
1764,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1546.0,1328.0,330.0,9.0,,,,,
1765,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1547.0,1329.0,1137.0,275.0,9.0,,,,
1766,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1548.0,1330.0,1138.0,920.0,264.0,9.0,,,
1767,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1549.0,1331.0,1139.0,921.0,755.0,253.0,9.0,,
1768,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1550.0,1332.0,1140.0,922.0,756.0,590.0,231.0,9.0,
1769,10,,0.4775,0.8102,118,426,289,66,47,155,1254,77.0,0.0,2021-01-07,1551.0,1333.0,1141.0,923.0,757.0,591.0,412.0,231.0,9.0
389,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,10.0,,,,,,,,
1770,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,344.0,10.0,,,,,,,
1771,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1552.0,299.0,10.0,,,,,,
1772,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1553.0,1334.0,272.0,10.0,,,,,
1773,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1554.0,1335.0,1142.0,227.0,10.0,,,,
1774,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1555.0,1336.0,1143.0,924.0,218.0,10.0,,,
1775,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1556.0,1337.0,1144.0,925.0,758.0,209.0,10.0,,
1776,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1557.0,1338.0,1145.0,926.0,759.0,592.0,191.0,10.0,
1777,11,,0.4378,0.7962,119,431,276,78,56,141,1136,85.0,1.0,2021-01-07,1558.0,1339.0,1146.0,927.0,760.0,593.0,413.0,191.0,10.0
515,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,11.0,,,,,,,,
1778,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,455.0,11.0,,,,,,,
1779,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1559.0,395.0,11.0,,,,,,
1780,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1560.0,1340.0,359.0,11.0,,,,,
1781,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1561.0,1341.0,1147.0,299.0,11.0,,,,
1782,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1562.0,1342.0,1148.0,928.0,287.0,11.0,,,
1783,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1563.0,1343.0,1149.0,929.0,761.0,275.0,11.0,,
1784,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1564.0,1344.0,1150.0,930.0,762.0,594.0,251.0,11.0,
1785,12,,0.4541,0.7749,135,510,288,74,50,241,1410,86.0,6.0,2021-01-07,1565.0,1345.0,1151.0,931.0,763.0,595.0,414.0,251.0,11.0
95,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,12.0,,,,,,,,
1786,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,85.0,12.0,,,,,,,
1787,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1566.0,75.0,12.0,,,,,,
1788,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1567.0,1346.0,69.0,12.0,,,,,
1789,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1568.0,1347.0,1152.0,59.0,12.0,,,,
1790,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1569.0,1348.0,1153.0,932.0,57.0,12.0,,,
1791,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1570.0,1349.0,1154.0,933.0,764.0,55.0,12.0,,
1792,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1571.0,1350.0,1155.0,934.0,765.0,596.0,51.0,12.0,
1793,13,,0.4362,0.7815,108,474,275,66,36,159,1173,82.0,6.0,2021-01-07,1572.0,1351.0,1156.0,935.0,766.0,597.0,415.0,51.0,12.0
180,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,0.0,,,,,,,,
1794,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,160.0,0.0,,,,,,,
1795,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1573.0,140.0,0.0,,,,,,
1796,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1574.0,1352.0,128.0,0.0,,,,,
1797,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1575.0,1353.0,1157.0,108.0,0.0,,,,
1798,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1576.0,1354.0,1158.0,936.0,104.0,0.0,,,
1799,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1577.0,1355.0,1159.0,937.0,767.0,100.0,0.0,,
1800,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1578.0,1356.0,1160.0,938.0,768.0,598.0,92.0,0.0,
1801,1,,0.4871,0.8127,177,535,291,103,68,151,1526,91.0,3.0,2021-01-08,1579.0,1357.0,1161.0,939.0,769.0,599.0,416.0,92.0,0.0
264,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1.0,,,,,,,,
1802,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,234.0,1.0,,,,,,,
1803,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1580.0,204.0,1.0,,,,,,
1804,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1581.0,1358.0,186.0,1.0,,,,,
1805,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1582.0,1359.0,1162.0,156.0,1.0,,,,
1806,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1583.0,1360.0,1163.0,940.0,150.0,1.0,,,
1807,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1584.0,1361.0,1164.0,941.0,770.0,144.0,1.0,,
1808,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1585.0,1362.0,1165.0,942.0,771.0,600.0,132.0,1.0,
1809,2,,0.5109,0.6965,123,672,367,119,66,222,1563,99.0,7.0,2021-01-08,1586.0,1363.0,1166.0,943.0,772.0,601.0,417.0,132.0,1.0
222,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,2.0,,,,,,,,
1810,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,197.0,2.0,,,,,,,
1811,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1587.0,172.0,2.0,,,,,,
1812,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1588.0,1364.0,157.0,2.0,,,,,
1813,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1589.0,1365.0,1167.0,132.0,2.0,,,,
1814,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1590.0,1366.0,1168.0,944.0,127.0,2.0,,,
1815,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1591.0,1367.0,1169.0,945.0,773.0,122.0,2.0,,
1816,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1592.0,1368.0,1170.0,946.0,774.0,602.0,112.0,2.0,
1817,3,,0.46,0.7778,179,542,274,99,87,174,1629,99.0,3.0,2021-01-08,1593.0,1369.0,1171.0,947.0,775.0,603.0,418.0,112.0,2.0
432,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,3.0,,,,,,,,
1818,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,382.0,3.0,,,,,,,
1819,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1594.0,332.0,3.0,,,,,,
1820,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1595.0,1370.0,302.0,3.0,,,,,
1821,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1596.0,1371.0,1172.0,252.0,3.0,,,,
1822,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1597.0,1372.0,1173.0,948.0,242.0,3.0,,,
1823,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1598.0,1373.0,1174.0,949.0,776.0,232.0,3.0,,
1824,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1599.0,1374.0,1175.0,950.0,777.0,604.0,212.0,3.0,
1825,4,,0.4947,0.7932,132,615,288,77,65,172,1444,97.0,5.0,2021-01-08,1600.0,1375.0,1176.0,951.0,778.0,605.0,419.0,212.0,3.0
12,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,4.0,,,,,,,,
1826,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,12.0,4.0,,,,,,,
1827,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1601.0,12.0,4.0,,,,,,
1828,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1602.0,1376.0,12.0,4.0,,,,,
1829,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1603.0,1377.0,1177.0,12.0,4.0,,,,
1830,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1604.0,1378.0,1178.0,952.0,12.0,4.0,,,
1831,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1605.0,1379.0,1179.0,953.0,779.0,12.0,4.0,,
1832,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1606.0,1380.0,1180.0,954.0,780.0,606.0,12.0,4.0,
1833,5,,0.4838,0.8,131,534,375,83,55,193,1475,99.0,5.0,2021-01-08,1607.0,1381.0,1181.0,955.0,781.0,607.0,420.0,12.0,4.0
348,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,5.0,,,,,,,,
1834,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,308.0,5.0,,,,,,,
1835,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1608.0,268.0,5.0,,,,,,
1836,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1609.0,1382.0,244.0,5.0,,,,,
1837,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1610.0,1383.0,1182.0,204.0,5.0,,,,
1838,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1611.0,1384.0,1183.0,956.0,196.0,5.0,,,
1839,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1612.0,1385.0,1184.0,957.0,782.0,188.0,5.0,,
1840,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1613.0,1386.0,1185.0,958.0,783.0,608.0,172.0,5.0,
1841,6,,0.4515,0.7412,180,593,384,95,45,190,1629,103.0,3.0,2021-01-08,1614.0,1387.0,1186.0,959.0,784.0,609.0,421.0,172.0,5.0
138,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,6.0,,,,,,,,
1842,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,123.0,6.0,,,,,,,
1843,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1615.0,108.0,6.0,,,,,,
1844,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1616.0,1388.0,99.0,6.0,,,,,
1845,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1617.0,1389.0,1187.0,84.0,6.0,,,,
1846,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1618.0,1390.0,1188.0,960.0,81.0,6.0,,,
1847,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1619.0,1391.0,1189.0,961.0,785.0,78.0,6.0,,
1848,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1620.0,1392.0,1190.0,962.0,786.0,610.0,72.0,6.0,
1849,7,,0.4552,0.7331,195,556,313,103,51,175,1394,99.0,8.0,2021-01-08,1621.0,1393.0,1191.0,963.0,787.0,611.0,422.0,72.0,6.0
54,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,7.0,,,,,,,,
1850,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,49.0,7.0,,,,,,,
1851,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1622.0,44.0,7.0,,,,,,
1852,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1623.0,1394.0,41.0,7.0,,,,,
1853,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1624.0,1395.0,1192.0,36.0,7.0,,,,
1854,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1625.0,1396.0,1193.0,964.0,35.0,7.0,,,
1855,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1626.0,1397.0,1194.0,965.0,788.0,34.0,7.0,,
1856,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1627.0,1398.0,1195.0,966.0,789.0,612.0,32.0,7.0,
1857,8,,0.4541,0.7721,168,529,340,102,52,172,1426,95.0,3.0,2021-01-08,1628.0,1399.0,1196.0,967.0,790.0,613.0,423.0,32.0,7.0
306,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,8.0,,,,,,,,
1858,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,271.0,8.0,,,,,,,
1859,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1629.0,236.0,8.0,,,,,,
1860,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1630.0,1400.0,215.0,8.0,,,,,
1861,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1631.0,1401.0,1197.0,180.0,8.0,,,,
1862,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1632.0,1402.0,1198.0,968.0,173.0,8.0,,,
1863,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1633.0,1403.0,1199.0,969.0,791.0,166.0,8.0,,
1864,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1634.0,1404.0,1200.0,970.0,792.0,614.0,152.0,8.0,
1865,9,,0.4476,0.7889,149,473,353,89,55,182,1370,93.0,8.0,2021-01-08,1635.0,1405.0,1201.0,971.0,793.0,615.0,424.0,152.0,8.0
516,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,9.0,,,,,,,,
1866,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,456.0,9.0,,,,,,,
1867,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1636.0,396.0,9.0,,,,,,
1868,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1637.0,1406.0,360.0,9.0,,,,,
1869,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1638.0,1407.0,1202.0,300.0,9.0,,,,
1870,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1639.0,1408.0,1203.0,972.0,288.0,9.0,,,
1871,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1640.0,1409.0,1204.0,973.0,794.0,276.0,9.0,,
1872,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1641.0,1410.0,1205.0,974.0,795.0,616.0,252.0,9.0,
1873,10,,0.4568,0.7762,143,530,295,75,53,250,1465,89.0,6.0,2021-01-08,1642.0,1411.0,1206.0,975.0,796.0,617.0,425.0,252.0,9.0
390,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,10.0,,,,,,,,
474,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,11.0,,,,,,,,
1874,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,345.0,10.0,,,,,,,
1875,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,419.0,11.0,,,,,,,
1876,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1643.0,300.0,10.0,,,,,,
1877,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1644.0,364.0,11.0,,,,,,
1878,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1645.0,1412.0,273.0,10.0,,,,,
1879,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1646.0,1413.0,331.0,11.0,,,,,
1880,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1647.0,1414.0,1207.0,228.0,10.0,,,,
1881,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1648.0,1415.0,1208.0,276.0,11.0,,,,
1882,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1649.0,1416.0,1209.0,976.0,219.0,10.0,,,
1883,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1650.0,1417.0,1210.0,977.0,265.0,11.0,,,
1884,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1651.0,1418.0,1211.0,978.0,797.0,210.0,10.0,,
1885,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1652.0,1419.0,1212.0,979.0,798.0,254.0,11.0,,
1886,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1653.0,1420.0,1213.0,980.0,799.0,618.0,192.0,10.0,
1887,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1654.0,1421.0,1214.0,981.0,800.0,619.0,232.0,11.0,
1888,11,,0.4376,0.7934,126,455,283,82,57,147,1189,89.0,1.0,2021-01-08,1655.0,1422.0,1215.0,982.0,801.0,620.0,426.0,192.0,10.0
1889,11,,0.476,0.8102,117,438,293,66,49,157,1253,78.0,0.0,2021-01-08,1656.0,1423.0,1216.0,983.0,802.0,621.0,427.0,232.0,11.0
96,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,12.0,,,,,,,,
1890,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,86.0,12.0,,,,,,,
1891,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1657.0,76.0,12.0,,,,,,
1892,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1658.0,1424.0,70.0,12.0,,,,,
1893,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1659.0,1425.0,1217.0,60.0,12.0,,,,
1894,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1660.0,1426.0,1218.0,984.0,58.0,12.0,,,
1895,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1661.0,1427.0,1219.0,985.0,803.0,56.0,12.0,,
1896,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1662.0,1428.0,1220.0,986.0,804.0,622.0,52.0,12.0,
1897,13,,0.4424,0.7754,111,494,295,72,39,171,1230,85.0,6.0,2021-01-08,1663.0,1429.0,1221.0,987.0,805.0,623.0,428.0,52.0,12.0
181,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,0.0,,,,,,,,
1898,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,161.0,0.0,,,,,,,
1899,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1664.0,141.0,0.0,,,,,,
1900,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1665.0,1430.0,129.0,0.0,,,,,
1901,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1666.0,1431.0,1222.0,109.0,0.0,,,,
1902,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1667.0,1432.0,1223.0,988.0,105.0,0.0,,,
1903,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1668.0,1433.0,1224.0,989.0,806.0,101.0,0.0,,
1904,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1669.0,1434.0,1225.0,990.0,807.0,624.0,93.0,0.0,
1905,1,,0.4857,0.7965,188,569,309,111,72,162,1603,97.0,3.0,2021-01-09,1670.0,1435.0,1226.0,991.0,808.0,625.0,429.0,93.0,0.0
265,2,,0.5054,0.7006,137,719,406,124,74,237,1691,107.0,7.0,2021-01-09,1.0,,,,,,,,
1906,2,,0.5054,0.7006,137,719,406,124,74,237,1691,107.0,7.0,2021-01-09,235.0,1.0,,,,,,,
1907,2,,0.5054,0.7006,137,719,406,124,74,237,1691,107.0,7.0,2021-01-09,1671.0,205.0,1.0,,,,,,
1908,2,,0.5054,0.7006,137,719,406,124,74,237,1691,107.0,7.0,2021-01-09,1672.0,1436.0,187.0,1.0,,,,,
1909,2,,0.5054,0.7006,137,719,406,124,74,237,1691,107.0,7.0,2021-01-09,1673.0,1437.0,1227.0,157.0,1.0,,,,
1910,2,,0.5054,0.7006,137,719,406,124,74,237,1691,107.0,7.0,2021-01-09,1674.0,1438.0,1228.0,992.0,151.0,1.0,,,
