,Rk,Team,FG%,FT%,3PM,REB,AST,STL,BLK,TO,PTS,GP,MOVES,date,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
760,1,,0.5077,0.8129,45,208,162,32,23,69,567,,,2020-12-29,668.0,576.0,510.0,418.0,378.0,338.0,2.0,0.0,
761,1,,0.5077,0.8129,45,208,162,32,23,69,567,,,2020-12-29,669.0,577.0,511.0,419.0,379.0,339.0,286.0,2.0,0.0
170,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,1.0,,,,,,,,
762,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,150.0,1.0,,,,,,,
763,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,670.0,130.0,1.0,,,,,,
764,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,671.0,578.0,118.0,1.0,,,,,
765,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,672.0,579.0,512.0,98.0,1.0,,,,
766,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,673.0,580.0,513.0,420.0,94.0,1.0,,,
767,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,674.0,581.0,514.0,421.0,380.0,90.0,1.0,,
768,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,675.0,582.0,515.0,422.0,381.0,340.0,82.0,1.0,
769,2,,0.5214,0.7692,55,200,103,31,25,58,549,,,2020-12-29,676.0,583.0,516.0,423.0,382.0,341.0,287.0,82.0,1.0
212,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,2.0,,,,,,,,
770,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,187.0,2.0,,,,,,,
771,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,677.0,162.0,2.0,,,,,,
772,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,678.0,584.0,147.0,2.0,,,,,
773,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,679.0,585.0,517.0,122.0,2.0,,,,
774,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,680.0,586.0,518.0,424.0,117.0,2.0,,,
775,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,681.0,587.0,519.0,425.0,383.0,112.0,2.0,,
776,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,682.0,588.0,520.0,426.0,384.0,342.0,102.0,2.0,
777,3,,0.4481,0.7481,61,213,115,35,35,68,602,,,2020-12-29,683.0,589.0,521.0,427.0,385.0,343.0,288.0,102.0,2.0
338,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,3.0,,,,,,,,
778,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,298.0,3.0,,,,,,,
779,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,684.0,258.0,3.0,,,,,,
780,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,685.0,590.0,234.0,3.0,,,,,
781,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,686.0,591.0,522.0,194.0,3.0,,,,
782,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,687.0,592.0,523.0,428.0,186.0,3.0,,,
783,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,688.0,593.0,524.0,429.0,386.0,178.0,3.0,,
784,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,689.0,594.0,525.0,430.0,387.0,344.0,162.0,3.0,
785,4,,0.4837,0.6769,56,227,126,39,14,69,588,,,2020-12-29,690.0,595.0,526.0,431.0,388.0,345.0,289.0,162.0,3.0
44,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,4.0,,,,,,,,
128,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,5.0,,,,,,,,
786,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,39.0,4.0,,,,,,,
787,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,113.0,5.0,,,,,,,
788,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,691.0,34.0,4.0,,,,,,
789,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,692.0,98.0,5.0,,,,,,
790,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,693.0,596.0,31.0,4.0,,,,,
791,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,694.0,597.0,89.0,5.0,,,,,
792,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,695.0,598.0,527.0,26.0,4.0,,,,
793,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,696.0,599.0,528.0,74.0,5.0,,,,
794,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,697.0,600.0,529.0,432.0,25.0,4.0,,,
795,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,698.0,601.0,530.0,433.0,71.0,5.0,,,
796,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,699.0,602.0,531.0,434.0,389.0,24.0,4.0,,
797,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,700.0,603.0,532.0,435.0,390.0,68.0,5.0,,
798,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,701.0,604.0,533.0,436.0,391.0,346.0,22.0,4.0,
799,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,702.0,605.0,534.0,437.0,392.0,347.0,62.0,5.0,
800,5,,0.4508,0.8364,62,175,113,40,24,73,530,,,2020-12-29,703.0,606.0,535.0,438.0,393.0,348.0,290.0,22.0,4.0
801,5,,0.4926,0.7576,67,204,105,33,19,64,544,,,2020-12-29,704.0,607.0,536.0,439.0,394.0,349.0,291.0,62.0,5.0
380,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,6.0,,,,,,,,
422,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,7.0,,,,,,,,
802,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,335.0,6.0,,,,,,,
803,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,372.0,7.0,,,,,,,
804,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,705.0,290.0,6.0,,,,,,
805,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,706.0,322.0,7.0,,,,,,
806,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,707.0,608.0,263.0,6.0,,,,,
807,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,708.0,609.0,292.0,7.0,,,,,
808,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,709.0,610.0,537.0,218.0,6.0,,,,
809,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,710.0,611.0,538.0,242.0,7.0,,,,
810,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,711.0,612.0,539.0,440.0,209.0,6.0,,,
811,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,712.0,613.0,540.0,441.0,232.0,7.0,,,
812,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,713.0,614.0,541.0,442.0,395.0,200.0,6.0,,
813,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,714.0,615.0,542.0,443.0,396.0,222.0,7.0,,
814,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,715.0,616.0,543.0,444.0,397.0,350.0,182.0,6.0,
815,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,716.0,617.0,544.0,445.0,398.0,351.0,202.0,7.0,
816,7,,0.4574,0.7979,51,155,122,38,23,54,502,,,2020-12-29,717.0,618.0,545.0,446.0,399.0,352.0,292.0,182.0,6.0
817,7,,0.4859,0.7917,50,216,125,31,21,70,506,,,2020-12-29,718.0,619.0,546.0,447.0,400.0,353.0,293.0,202.0,7.0
254,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,8.0,,,,,,,,
818,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,224.0,8.0,,,,,,,
819,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,719.0,194.0,8.0,,,,,,
820,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,720.0,620.0,176.0,8.0,,,,,
821,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,721.0,621.0,547.0,146.0,8.0,,,,
822,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,722.0,622.0,548.0,448.0,140.0,8.0,,,
823,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,723.0,623.0,549.0,449.0,401.0,134.0,8.0,,
824,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,724.0,624.0,550.0,450.0,402.0,354.0,122.0,8.0,
825,9,,0.4934,0.7596,40,225,119,43,23,75,491,,,2020-12-29,725.0,625.0,551.0,451.0,403.0,355.0,294.0,122.0,8.0
296,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,9.0,,,,,,,,
464,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,10.0,,,,,,,,
826,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,261.0,9.0,,,,,,,
827,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,409.0,10.0,,,,,,,
828,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,726.0,226.0,9.0,,,,,,
829,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,727.0,354.0,10.0,,,,,,
830,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,728.0,626.0,205.0,9.0,,,,,
831,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,729.0,627.0,321.0,10.0,,,,,
832,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,730.0,628.0,552.0,170.0,9.0,,,,
833,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,731.0,629.0,553.0,266.0,10.0,,,,
834,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,732.0,630.0,554.0,452.0,163.0,9.0,,,
835,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,733.0,631.0,555.0,453.0,255.0,10.0,,,
836,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,734.0,632.0,556.0,454.0,404.0,156.0,9.0,,
837,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,735.0,633.0,557.0,455.0,405.0,244.0,10.0,,
838,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,736.0,634.0,558.0,456.0,406.0,356.0,142.0,9.0,
839,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,737.0,635.0,559.0,457.0,407.0,357.0,222.0,10.0,
840,10,,0.4465,0.8505,48,177,140,28,22,75,523,,,2020-12-29,738.0,636.0,560.0,458.0,408.0,358.0,295.0,142.0,9.0
841,10,,0.4853,0.7891,47,190,116,26,17,63,527,,,2020-12-29,739.0,637.0,561.0,459.0,409.0,359.0,296.0,222.0,10.0
506,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,11.0,,,,,,,,
842,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,446.0,11.0,,,,,,,
843,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,740.0,386.0,11.0,,,,,,
844,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,741.0,638.0,350.0,11.0,,,,,
845,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,742.0,639.0,562.0,290.0,11.0,,,,
846,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,743.0,640.0,563.0,460.0,278.0,11.0,,,
847,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,744.0,641.0,564.0,461.0,410.0,266.0,11.0,,
848,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,745.0,642.0,565.0,462.0,411.0,360.0,242.0,11.0,
849,12,,0.4848,0.7525,48,176,84,21,14,91,506,,,2020-12-29,746.0,643.0,566.0,463.0,412.0,361.0,297.0,242.0,11.0
86,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,12.0,,,,,,,,
850,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,76.0,12.0,,,,,,,
851,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,747.0,66.0,12.0,,,,,,
852,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,748.0,644.0,60.0,12.0,,,,,
853,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,749.0,645.0,567.0,50.0,12.0,,,,
854,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,750.0,646.0,568.0,464.0,48.0,12.0,,,
855,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,751.0,647.0,569.0,465.0,413.0,46.0,12.0,,
856,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,752.0,648.0,570.0,466.0,414.0,362.0,42.0,12.0,
857,13,,0.4112,0.6972,33,164,89,19,16,51,387,,,2020-12-29,753.0,649.0,571.0,467.0,415.0,363.0,298.0,42.0,12.0
3,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,0.0,,,,,,,,
858,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,3.0,0.0,,,,,,,
859,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,754.0,3.0,0.0,,,,,,
860,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,755.0,650.0,3.0,0.0,,,,,
861,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,756.0,651.0,572.0,3.0,0.0,,,,
862,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,757.0,652.0,573.0,468.0,3.0,0.0,,,
863,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,758.0,653.0,574.0,469.0,416.0,3.0,0.0,,
864,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,759.0,654.0,575.0,470.0,417.0,364.0,3.0,0.0,
865,1,,0.5155,0.8254,57,261,198,39,28,95,713,,,2020-12-30,760.0,655.0,576.0,471.0,418.0,365.0,299.0,3.0,0.0
171,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,1.0,,,,,,,,
866,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,151.0,1.0,,,,,,,
867,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,761.0,131.0,1.0,,,,,,
868,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,762.0,656.0,119.0,1.0,,,,,
869,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,763.0,657.0,577.0,99.0,1.0,,,,
870,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,764.0,658.0,578.0,472.0,95.0,1.0,,,
871,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,765.0,659.0,579.0,473.0,419.0,91.0,1.0,,
872,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,766.0,660.0,580.0,474.0,420.0,366.0,83.0,1.0,
873,2,,0.5111,0.8,72,238,128,41,29,75,682,,,2020-12-30,767.0,661.0,581.0,475.0,421.0,367.0,300.0,83.0,1.0
213,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,2.0,,,,,,,,
874,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,188.0,2.0,,,,,,,
875,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,768.0,163.0,2.0,,,,,,
876,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,769.0,662.0,148.0,2.0,,,,,
877,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,770.0,663.0,582.0,123.0,2.0,,,,
878,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,771.0,664.0,583.0,476.0,118.0,2.0,,,
879,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,772.0,665.0,584.0,477.0,422.0,113.0,2.0,,
880,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,773.0,666.0,585.0,478.0,423.0,368.0,103.0,2.0,
881,3,,0.4456,0.7515,73,246,129,44,43,78,705,,,2020-12-30,774.0,667.0,586.0,479.0,424.0,369.0,301.0,103.0,2.0
339,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,3.0,,,,,,,,
882,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,299.0,3.0,,,,,,,
883,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,775.0,259.0,3.0,,,,,,
884,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,776.0,668.0,235.0,3.0,,,,,
885,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,777.0,669.0,587.0,195.0,3.0,,,,
886,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,778.0,670.0,588.0,480.0,187.0,3.0,,,
887,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,779.0,671.0,589.0,481.0,425.0,179.0,3.0,,
888,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,780.0,672.0,590.0,482.0,426.0,370.0,163.0,3.0,
889,4,,0.4815,0.6908,68,270,168,46,19,85,721,,,2020-12-30,781.0,673.0,591.0,483.0,427.0,371.0,302.0,163.0,3.0
297,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,4.0,,,,,,,,
890,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,262.0,4.0,,,,,,,
891,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,782.0,227.0,4.0,,,,,,
892,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,783.0,674.0,206.0,4.0,,,,,
893,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,784.0,675.0,592.0,171.0,4.0,,,,
894,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,785.0,676.0,593.0,484.0,164.0,4.0,,,
895,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,786.0,677.0,594.0,485.0,428.0,157.0,4.0,,
896,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,787.0,678.0,595.0,486.0,429.0,372.0,143.0,4.0,
897,5,,0.443,0.8594,73,214,172,36,30,90,665,,,2020-12-30,788.0,679.0,596.0,487.0,430.0,373.0,303.0,143.0,4.0
255,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,5.0,,,,,,,,
898,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,225.0,5.0,,,,,,,
899,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,789.0,195.0,5.0,,,,,,
900,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,790.0,680.0,177.0,5.0,,,,,
901,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,791.0,681.0,597.0,147.0,5.0,,,,
902,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,792.0,682.0,598.0,488.0,141.0,5.0,,,
903,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,793.0,683.0,599.0,489.0,431.0,135.0,5.0,,
904,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,794.0,684.0,600.0,490.0,432.0,374.0,123.0,5.0,
905,6,,0.5072,0.708,48,293,150,59,36,101,639,,,2020-12-30,795.0,685.0,601.0,491.0,433.0,375.0,304.0,123.0,5.0
129,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,6.0,,,,,,,,
906,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,114.0,6.0,,,,,,,
907,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,796.0,99.0,6.0,,,,,,
908,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,797.0,686.0,90.0,6.0,,,,,
909,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,798.0,687.0,602.0,75.0,6.0,,,,
910,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,799.0,688.0,603.0,492.0,72.0,6.0,,,
911,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,800.0,689.0,604.0,493.0,434.0,69.0,6.0,,
912,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,801.0,690.0,605.0,494.0,435.0,376.0,63.0,6.0,
913,7,,0.4938,0.7477,82,255,127,41,23,79,640,,,2020-12-30,802.0,691.0,606.0,495.0,436.0,377.0,305.0,63.0,6.0
45,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,7.0,,,,,,,,
914,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,40.0,7.0,,,,,,,
915,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,803.0,35.0,7.0,,,,,,
916,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,804.0,692.0,32.0,7.0,,,,,
917,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,805.0,693.0,607.0,27.0,7.0,,,,
918,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,806.0,694.0,608.0,496.0,26.0,7.0,,,
919,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,807.0,695.0,609.0,497.0,437.0,25.0,7.0,,
920,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,808.0,696.0,610.0,498.0,438.0,378.0,23.0,7.0,
921,8,,0.4515,0.8222,71,212,133,47,25,85,620,,,2020-12-30,809.0,697.0,611.0,499.0,439.0,379.0,306.0,23.0,7.0
423,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,8.0,,,,,,,,
922,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,373.0,8.0,,,,,,,
923,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,810.0,323.0,8.0,,,,,,
924,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,811.0,698.0,293.0,8.0,,,,,
925,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,812.0,699.0,612.0,243.0,8.0,,,,
926,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,813.0,700.0,613.0,500.0,233.0,8.0,,,
927,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,814.0,701.0,614.0,501.0,440.0,223.0,8.0,,
928,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,815.0,702.0,615.0,502.0,441.0,380.0,203.0,8.0,
929,9,,0.485,0.8015,61,257,151,33,23,93,622,,,2020-12-30,816.0,703.0,616.0,503.0,442.0,381.0,307.0,203.0,8.0
381,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,9.0,,,,,,,,
930,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,336.0,9.0,,,,,,,
931,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,817.0,291.0,9.0,,,,,,
932,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,818.0,704.0,264.0,9.0,,,,,
933,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,819.0,705.0,617.0,219.0,9.0,,,,
934,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,820.0,706.0,618.0,504.0,210.0,9.0,,,
935,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,821.0,707.0,619.0,505.0,443.0,201.0,9.0,,
936,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,822.0,708.0,620.0,506.0,444.0,382.0,183.0,9.0,
937,10,,0.4526,0.7928,61,179,134,43,27,62,579,,,2020-12-30,823.0,709.0,621.0,507.0,445.0,383.0,308.0,183.0,9.0
465,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,10.0,,,,,,,,
938,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,410.0,10.0,,,,,,,
939,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,824.0,355.0,10.0,,,,,,
940,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,825.0,710.0,322.0,10.0,,,,,
941,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,826.0,711.0,622.0,267.0,10.0,,,,
942,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,827.0,712.0,623.0,508.0,256.0,10.0,,,
943,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,828.0,713.0,624.0,509.0,446.0,245.0,10.0,,
944,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,829.0,714.0,625.0,510.0,447.0,384.0,223.0,10.0,
945,11,,0.491,0.7935,55,219,139,31,21,78,616,,,2020-12-30,830.0,715.0,626.0,511.0,448.0,385.0,309.0,223.0,10.0
507,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,11.0,,,,,,,,
946,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,447.0,11.0,,,,,,,
947,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,831.0,387.0,11.0,,,,,,
948,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,832.0,716.0,351.0,11.0,,,,,
949,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,833.0,717.0,627.0,291.0,11.0,,,,
950,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,834.0,718.0,628.0,512.0,279.0,11.0,,,
951,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,835.0,719.0,629.0,513.0,449.0,267.0,11.0,,
952,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,836.0,720.0,630.0,514.0,450.0,386.0,243.0,11.0,
953,12,,0.4656,0.7566,65,236,123,35,18,117,668,,,2020-12-30,837.0,721.0,631.0,515.0,451.0,387.0,310.0,243.0,11.0
87,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,12.0,,,,,,,,
954,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,77.0,12.0,,,,,,,
955,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,838.0,67.0,12.0,,,,,,
956,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,839.0,722.0,61.0,12.0,,,,,
957,13,,0.4056,0.736,37,189,100,25,17,55,447,,,2020-12-30,840.0,723.0,632.0,51.0,12.0,,,,
